0,0.18921163458166701,9468
0.10000000000000001,0.26716783144666545,9396
0.20000000000000001,0.41620363388558479,9397
0.30000000000000004,0.48754804412119812,9406
0.40000000000000002,0.62444822017461332,9394
0.5,0.69019023789767564,9406
0.60000000000000009,0.81664278946068447,9398
0.70000000000000007,0.87747863205957777,9403
0.80000000000000004,0.99462154265927261,9400
0.90000000000000002,1.1059816531130262,9395
1,1.2117870593386451,9384
1.1000000000000001,1.312194725760321,7826
1.2000000000000002,1.4073091182188255,7657
1.3,1.4971986226397827,7492
1.4000000000000001,1.581909855955157,7352
1.5000000000000002,1.6993487435216021,7106
1.6000000000000001,1.8053589099101708,6979
1.7000000000000002,1.9001442931434815,6796
1.8,2.009624782279356,6548
1.9000000000000001,2.1008487180352615,6345
2,2.2070637374738351,6105
2.1000000000000001,2.3031268682833637,5825
2.2000000000000002,2.3979812550290727,5738
2.3000000000000003,2.4980849471710007,5439
